name	locus_tag	ko_category
VCA0818	VCA0818	KO-a7.a3.a1
groES	VCA0819	KO-a7.a2.a9:KO-a7.a2.b6
groEL	VCA0820	KO-a2.a3.a7:KO-a7.a2.a3:KO-a7.a2.a9:KO-a7.a2.b6:KO-a7.a3.a7
VCA0821	VCA0821	None
VCA0822	VCA0822	KO-a1.a5.a2:KO-a1.a5.a3:KO-a1.a5.a6:KO-a1.b0.b8
ectC	VCA0823	KO-a1.a5.a2
VCA0824	VCA0824	KO-a1.a5.a2:KO-a7.a1.b1
VCA0825	VCA0825	KO-a1.a5.a2
phhB	VCA0827	KO-a1.a8.a8:KO-a7.a3.a7
phhA	VCA0828	KO-a1.a5.b2:KO-a1.a5.b4:KO-a1.a8.a8
VCA0829	VCA0829	KO-a1.a1.b3:KO-a1.a5.a4:KO-a7.a1.a8
VCA0830	VCA0830	None
VCA0831	VCA0831	None
VCA0832	VCA0832	None
VCA0833	VCA0833	None
VCA0834	VCA0834	None
VCA0835	VCA0835	None
VCA0836	VCA0836	KO-a8.a1.a1
VCA0837	VCA0837	None
VCA0838	VCA0838	KO-a8.a2.a3
VCA0840	VCA0840	KO-a1.a4.a2:KO-a7.a3.a2
VCA0843	VCA0843	KO-a1.a1.a1:KO-a7.a2.b0:KO-a7.a3.a7
VCA0845	VCA0845	None
VCA0846	VCA0846	None
VCA0847	VCA0847	KO-a7.a3.a1
VCA0848	VCA0848	None
VCA0849	VCA0849	None
VCA0850	VCA0850	None
VCA0851	VCA0851	None
VCA0852	VCA0852	None
VCA0853	VCA0853	None
VCA0854	VCA0854	KO-a7.a3.a1
VCA0855	VCA0855	KO-a7.a3.a1
VCA0856	VCA0856	None
VCA0858	VCA0858	None
VCA0859	VCA0859	None
malS	VCA0860	KO-a1.a1.a8
VCA0862	VCA0862	KO-a7.a3.a1
VCA0863	VCA0863	None
VCA0864	VCA0864	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA0865	VCA0865	KO-a4.a4.a2:KO-a6.a4.a1:KO-a7.a1.a4
VCA0866	VCA0866	None
VCA0867	VCA0867	KO-a8.a3.a5
VCA0868	VCA0868	None
pbpG	VCA0870	KO-a7.a1.a4:KO-a7.a1.a7
VCA0871	VCA0871	None
VCA0872	VCA0872	KO-a1.a2.a1:KO-a3.a2.a1
VCA0873	VCA0873	KO-a1.a2.a1:KO-a3.a2.a1
VCA0874	VCA0874	None
VCA0875	VCA0875	KO-a1.a5.a2
VCA0876	VCA0876	KO-a7.a2.a1
VCA0877	VCA0877	None
VCA0878	VCA0878	None
makD	VCA0880	None
makC	VCA0881	None
makB	VCA0882	None
makA	VCA0883	None
VCA0884	VCA0884	None
tdh	VCA0885	KO-a1.a5.a2
VCA0886	VCA0886	KO-a1.a5.a2:KO-a7.a1.b1
VCA0887	VCA0887	None
VCA0888	VCA0888	None
VCA0889	VCA0889	None
VCA0890	VCA0890	KO-a8.a1.a6
VCA0891	VCA0891	None
VCA0892	VCA0892	None
VCA0893	VCA0893	KO-a8.a1.a3
VCA0894	VCA0894	KO-a8.a4.a1
VCA0895	VCA0895	None
VCA0896	VCA0896	KO-a1.a1.a3:KO-a1.a6.a7:KO-a7.a3.a7
VCA0897	VCA0897	KO-a1.a1.a3
VCA0898	VCA0898	KO-a1.a1.a3:KO-a1.a6.a7
VCA0899	VCA0899	None
VCA0900	VCA0900	None
VCA0901	VCA0901	KO-a8.a2.a3
VCA0902	VCA0902	None
VCA0903	VCA0903	KO-a1.a1.b1:KO-a1.a3.a9:KO-a1.a5.a2
VCA0904	VCA0904	KO-a7.a3.a1
VCA0905	VCA0905	KO-a7.a2.a1
VCA0906	VCA0906	None
VCA0907	VCA0907	KO-a1.a8.b1
VCA0908	VCA0908	KO-a8.a3.a6
VCA0909	VCA0909	KO-a8.a1.a1
VCA0910	VCA0910	KO-a7.a3.a1
VCA0911	VCA0911	KO-a7.a3.a1
VCA0912	VCA0912	None
VCA0913	VCA0913	KO-a7.a3.a1
VCA0914	VCA0914	KO-a7.a3.a1
hmuV	VCA0915	KO-a7.a3.a1
VCA0917	VCA0917	None
VCA0919	VCA0919	None
VCA0920	VCA0920	None
VCA0921	VCA0921	None
VCA0922	VCA0922	None
VCA0923	VCA0923	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA0924	VCA0924	KO-a8.a4.a2
VCA0925	VCA0925	KO-a1.a4.a2
VCA0926	VCA0926	None
VCA0927	VCA0927	None
VCA0928	VCA0928	None
rumB	VCA0929	KO-a7.a2.a6
VCA0930	VCA0930	KO-a8.a4.a2
VCA0931	VCA0931	None
VCA0933	VCA0933	KO-a8.a2.a1
VCA0935	VCA0935	None
VCA0936	VCA0936	None
VCA0937	VCA0937	None
VCA0938	VCA0938	None
VCA0939	VCA0939	KO-a4.a4.a2
VCA0940	VCA0940	KO-a7.a2.a1
VCA0941	VCA0941	None
VCA0942	VCA0942	None
malG	VCA0943	KO-a3.a1.a1:KO-a7.a3.a1
malF	VCA0944	KO-a3.a1.a1:KO-a7.a3.a1
malE	VCA0945	KO-a3.a1.a1:KO-a4.a5.a1:KO-a7.a3.a1
VCA0946	VCA0946	KO-a3.a1.a1:KO-a7.a3.a1
VCA0947	VCA0947	KO-a1.a5.a9
VCA0948	VCA0948	KO-a7.a2.a2
VCA0949	VCA0949	KO-a8.a2.a3
VCA0951	VCA0951	None
VCA0952	VCA0952	KO-a4.a4.a2:KO-a7.a2.a1
VCA0953	VCA0953	KO-a7.a2.a9
VCA0954	VCA0954	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a4:KO-a7.a3.a5
VCA0955	VCA0955	None
VCA0956	VCA0956	None
VCA0957	VCA0957	None
VCA0958	VCA0958	None
VCA0960	VCA0960	None
VCA0961	VCA0961	None
VCA0962	VCA0962	None
VCA0963	VCA0963	None
VCA0964	VCA0964	None
VCA0965	VCA0965	None
VCA0966	VCA0966	None
VCA0969	VCA0969	KO-a8.a1.a1
VCA0970	VCA0970	KO-a1.a4.a1:KO-a1.a4.a2
VCA0971	VCA0971	None
VCA0972	VCA0972	None
VCA0973	VCA0973	None
VCA0974	VCA0974	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA0975	VCA0975	None
VCA0976	VCA0976	None
VCA0977	VCA0977	KO-a3.a1.a1:KO-a4.a4.a1:KO-a6.b1.a1:KO-a7.a3.a1
VCA0978	VCA0978	KO-a7.a3.a1
VCA0979	VCA0979	None
VCA0981	VCA0981	KO-a7.a3.a1
VCA0982	VCA0982	None
VCA0983	VCA0983	KO-a7.a3.a1
lldD	VCA0984	KO-a1.a1.b0
VCA0985	VCA0985	KO-a1.a1.b0
VCA0986	VCA0986	KO-a8.a1.a1
VCA0987	VCA0987	KO-a1.a1.a1:KO-a1.a1.b0:KO-a1.a2.a6
VCA0988	VCA0988	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA0989	VCA0989	None
VCA0990	VCA0990	None
VCA0991	VCA0991	None
VCA0992	VCA0992	KO-a7.a2.a9
VCA0993	VCA0993	KO-a1.b1.a8
VCA0994	VCA0994	None
VCA0996	VCA0996	KO-a3.a1.a1:KO-a7.a3.a1
VCA0997	VCA0997	None
VCA0998	VCA0998	KO-a1.b1.a8
VCA0999	VCA0999	None
VCA1000	VCA1000	None
VCA1001	VCA1001	None
VCA1002	VCA1002	None
VCA1003	VCA1003	None
VCA1004	VCA1004	None
VCA1005	VCA1005	KO-a7.a2.a1
VCA1006	VCA1006	KO-a8.a1.a1
VCA1008	VCA1008	None
VCA1010	VCA1010	None
VCA1011	VCA1011	None
VCA1012	VCA1012	None
VCA1013	VCA1013	None
VCA1015	VCA1015	None
VCA1016	VCA1016	None
VCA1017	VCA1017	KO-a7.a2.b5
VCA1018	VCA1018	KO-a2.a4.a2:KO-a7.a2.a1:KO-a7.a2.b5
VCA1019	VCA1019	KO-a8.a1.b0
VCA1020	VCA1020	KO-a7.a2.a1
VCA1021	VCA1021	KO-a8.a4.a2
VCA1022	VCA1022	None
VCA1023	VCA1023	None
VCA1024	VCA1024	None
nagB	VCA1025	KO-a1.a1.a9
VCA1026	VCA1026	KO-a8.a4.a2
VCA1027	VCA1027	KO-a8.a4.a1
lamB	VCA1028	KO-a7.a3.a1
VCA1029	VCA1029	KO-a1.a1.a8
VCA1030	VCA1030	None
VCA1031	VCA1031	None
VCA1032	VCA1032	None
VCA1033	VCA1033	KO-a3.a1.a1:KO-a7.a3.a1
VCA1034	VCA1034	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA1035	VCA1035	None
VCA1036	VCA1036	None
VCA1037	VCA1037	KO-a7.a3.a1
VCA1038	VCA1038	KO-a7.a3.a1
VCA1039	VCA1039	KO-a7.a3.a1
VCA1040	VCA1040	KO-a7.a3.a1
VCA1041	VCA1041	KO-a1.a1.a5:KO-a1.a1.a9:KO-a1.a7.b6
VCA1042	VCA1042	None
VCA1043	VCA1043	None
VCA1044	VCA1044	None
VCA1045	VCA1045	KO-a1.a1.a5:KO-a3.a1.a2:KO-a7.a3.a1
VCA1046	VCA1046	KO-a1.a1.a5
mtlR	VCA1047	KO-a7.a2.a1
VCA1048	VCA1048	KO-a8.a4.a1
VCA1049	VCA1049	None
VCA1050	VCA1050	None
VCA1051	VCA1051	None
VCA1052	VCA1052	KO-a8.a4.a2
VCA1053	VCA1053	None
VCA1054	VCA1054	KO-a8.a4.a2
VCA1055	VCA1055	None
VCA1056	VCA1056	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA1057	VCA1057	None
VCA1058	VCA1058	None
VCA1059	VCA1059	KO-a7.a2.a7
ribB	VCA1060	KO-a1.a8.a2
potE	VCA1062	KO-a7.a3.a1
VCA1063	VCA1063	KO-a1.a5.a9:KO-a1.a6.a7
VCA1066	VCA1066	None
VCA1067	VCA1067	KO-a8.a1.a1
VCA1068	VCA1068	KO-a7.a2.a1:KO-a7.a2.b4
VCA1069	VCA1069	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA1070	VCA1070	None
VCA1071	VCA1071	KO-a7.a3.a1
VCA1072	VCA1072	None
VCA1073	VCA1073	None
VCA1074	VCA1074	None
VCA1075	VCA1075	None
VCA1077	VCA1077	None
VCA1078	VCA1078	None
VCA1079	VCA1079	KO-a1.a8.a3
VCA1080	VCA1080	KO-a7.a3.a1:KO-a7.a3.a2
VCA1081	VCA1081	None
VCA1082	VCA1082	None
VCA1084	VCA1084	KO-a3.a1.a1:KO-a7.a3.a1:KO-a7.a3.a2
VCA1085	VCA1085	KO-a8.a4.a2
VCA1086	VCA1086	KO-a3.a2.a1:KO-a7.a3.a4
VCA1087	VCA1087	KO-a3.a2.a1
VCA1088	VCA1088	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA1089	VCA1089	None
VCA1090	VCA1090	KO-a4.a5.a1:KO-a7.a3.a5
VCA1091	VCA1091	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA1092	VCA1092	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA1093	VCA1093	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA1094	VCA1094	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA1095	VCA1095	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a1.a2:KO-a7.a3.a4:KO-a7.a3.a5
VCA1096	VCA1096	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a4:KO-a7.a3.a5
VCA1097	VCA1097	None
VCA1098	VCA1098	KO-a4.a4.a1:KO-a7.a3.a1
VCA1099	VCA1099	KO-a4.a4.a1:KO-a7.a3.a1
VCA1100	VCA1100	KO-a4.a4.a1:KO-a7.a3.a1
VCA1101	VCA1101	KO-a4.a4.a1:KO-a7.a3.a1
VCA1102	VCA1102	KO-a1.a7.b4:KO-a6.b1.a3:KO-a7.a1.a6
VCA1104	VCA1104	None
VCA1105	VCA1105	KO-a3.a2.a1:KO-a4.a4.a1:KO-a7.a3.a4
VCA1106	VCA1106	None
VCA1108	VCA1108	None
VCA1109	VCA1109	None
VCA1110	VCA1110	None
VCA1111	VCA1111	None
VCA1112	VCA1112	KO-a7.a2.a7
VCA1113	VCA1113	KO-a3.a1.a1:KO-a7.a3.a1
VCA1114	VCA1114	KO-a7.a2.a1:KO-a7.a2.b4:KO-a7.a3.a6
VCA1115	VCA1115	KO-a7.a2.b4:KO-a7.a3.a6
